magnitude right,magnitudeForward,speed
-0.001263113413495709,0.044554493064923914,8.4789400100708
-0.030222949996625222,0.03692274795134431,0.05408661440014839
-0.031765068511619136,0.020569847688169,0.02071402221918106
0.0005314832513516564,-0.00134291112340636,0.06099128723144531
-0.007416004405417447,0.005113738714903597,0.013809348456561565
-0.01439562106291242,0.011861269625503766,0.06444362550973892
-0.010660903120810928,0.006003812846588941,0.02416636049747467
-0.0020860386985149383,0.008592385056233243,0.06214207038283348
0.006623163062815261,0.006117309468316242,0.11392712593078613
-0.0029347810825902042,0.004145321654144036,0.06099128723144531
-0.004708887502664621,0.005314144672300311,0.02071402221918106
0.00607530430130384,-0.004723010420947661,0.12313336133956909
0.006920666188346101,-0.009015589826729108,0.07019752264022827
0.0017280303570485118,0.00023722021979044586,0.14845049381256104
0.00518327354301517,-0.004815398535318406,0.03912648931145668
0.0007645446998979738,0.010346702475262818,0.04027726501226425
-0.0009727524817566423,-0.0030894241071536717,0.07134830206632614
0.008670898788314214,-0.013209568639353129,0.08400686830282211
0.006508441796262434,-0.008133301265046177,0.011507789604365826
0.00031299505074156535,-0.008088912882068483,0.02186480164527893
-0.006987563690315956,0.014830017945691408,0.06329284608364105
0.011983629423768113,-0.004315194830520909,0.01956324465572834
0.003700665021442115,0.001837422185713723,0.02992025390267372
-0.006204929471155848,0.008394439000519617,0.01035701110959053
0.0054536724364486954,0.0022982195434749515,0.03682493045926094
0.004361837552929046,-0.004823618082764003,0.05523739382624626
-0.01052807624183,0.007007389432886037,0.07249908149242401
0.01219199474756307,-0.005835598514740822,0.012658569030463696
0.006052471712037718,-0.007667094129794649,0.006904674228280783
-0.013968433813430985,0.013120424620997124,0.05063427612185478
0.015404637988773855,-0.010467869957652965,0.04027726501226425
-0.005480133519510829,-0.0026102593773018458,0.03337259218096733
0.0030154507937321844,0.001075842218447257,0.02646791934967041
-0.0028167702290245265,-0.004824981604956696,0.07134830206632614
-0.014600002442417492,0.010197364982975552,0.1001177728176117
-0.0005164593667580426,-0.002365463671013997,0.02416636049747467
0.0013270935749867313,-0.0038567827303958926,0.11277633905410767
-0.0034497746279275095,0.010341842994687985,0.04372960329055786
-0.008115720983314381,-0.0044679317877187145,0.04142804443836212
-0.007604548733489941,0.010189198982953012,0.057538952678442
-0.010258629036725997,0.008573147405139259,0.08630843460559845
-0.018883139300530462,0.01561861898043228,0.02301557920873165
-0.013849705869178528,0.01468920245188113,0.0460311584174633
-0.009929613083814851,0.015641106830806464,0.03567415103316307
-0.00515082589344307,0.012631078945699956,0.07019752264022827
-0.01485201261578181,0.014953033385320698,0.009206232614815235
-0.005587292764467704,-0.0019497642760626952,0.05408661440014839
0.013772208354232249,-0.013424450660429472,0.03222181275486946
-0.00469016514595041,0.002072752281582137,0.03107103519141674
-0.00218853289362755,0.0009891000919735455,0.0690467432141304
-0.006108561564585596,0.01396834324460621,0.06099128723144531
